Rakam sinifi,0,1,2,3,4,5,6,7,8,9,Ortalama
Accuracy degeri,0.9728464,0.989353,0.9386121,0.9154546,0.923221,0.9319106,0.9781161,0.9094982,0.9106303,0.9117379,0.938138
