Rakam sinifi,0,1,2,3,4,5,6,7,8,9,Ortalama
Accuracy degeri,0.988764,0.995086,0.9715303,0.9545454,0.9466292,0.9522358,0.9885823,0.9444444,0.9661336,0.9608735,0.9668824
